Property Name,Tax Parcel,Property Type,Address,Gross Area (sq ft),Property Uses,Total Site Energy (kBTU),% Electricity,% Gas,% Steam,% Fuel Oil,% District Hot Water,% District Chilled Water,"% Other (Diesel #2, Kerosene, Propane or Other Fuel)",Onsite Renewable (kWh),ENERGY STAR Score
Prime Storage Traveler Street,306575000,Self-Storage Facility,33 Traveler St,53600,Self-Storage Facility,633493.4,0.006095593,0.993380515,,,,,,,
Prudential Center Retail,401037103,Enclosed Mall,800 Boylston Street,671530,Enclosed Mall,129492296.4,0.519829275,0.289860628,0.145639785,,,,,,
Prudential Tower,401037100,Office,800 Boylston Street,1518646,"Office, Parking",156503970,0.513040064,0.032055904,0.410817135,,,,,,50
Queensberry Court Condominium,504283000,Multifamily Housing,62-66 Queensberry St,48000,Multifamily Housing,5016183,0.126941941,0.862149607,,,,,,,74
Queensberry Place Condominium,504245000,Multifamily Housing,31-35 Queensberry Street,80000,Multifamily Housing,2021534.6,0.039842645,,,,,,,,100
Queensbury Condominiums,504290000,Multifamily Housing,107-111 Jersey St,37148,Multifamily Housing,2551386.6,0.167393595,0.818221903,,,,,,,77
QUINCY,305545000,K-12 School,885 Washington St.,212079,"K-12 School, Swimming Pool",15399430.8,0.36909312,0.599189731,,,,,,,44
QUINCY CHURCH,500745000,K-12 School,20 Church St.,17640,K-12 School,859460.4,0.317111684,0.655638119,,,,,,,78
Quincy Commons,1300723000,Multifamily Housing,278 Blue Hill Ave,49650,"Multifamily Housing, Parking",2389096.2,0.383294098,0.583768456,,,,,,,61
Quincy Geneva II,1400314000,Multifamily Housing,87-99 Lawrence Ave,32472,Multifamily Housing,3175493,0.119183531,0.870574711,,,,,,,47
QUINCY MODULARS,305500010,K-12 School,900 Washington St.,16960,K-12 School,791943.5,0.411930908,0.55267074,,,,,,,73
Quincy Towers,305550000,Multifamily Housing,5 Oak Street West,123197,Multifamily Housing,8019767.8,0.159529287,0.826761942,,,,,,,94
Radian,304308000,Multifamily Housing,120 Kingston,253701,"Multifamily Housing, Parking",12120733.2,0.600763779,0.347610993,,,,,,,76
Ramada Boston,1602588000,Hotel,800 Morrissey Blvd,59200,"Hotel, Swimming Pool",5412280.6,0.703704866,0.235823915,,,,,,,9
Readville,1812975000,Distribution Center,Sprague Street,41250,Distribution Center,Not Available,,,,,,,,,
"RECP V 18 Tremont Owner, LLC",302859000,Office,18 Tremont Street,210669,Office,13867058.7,0.383139482,0.077994189,0.505942129,,,,,,77
RECP V 40 Warren Owner LLC,203648000,Not Available,42 34 Warren Street,13150,"Office, Parking",Not Available,,,,,,,,,
Recruit Investigations,,Police Station,83 Freeport St,2730,Police Station,Not Available,,,,,,,,,
Regency Building 1455,01829-000,Multifamily Housing,1455,103000,"Multifamily Housing, Parking",Not Available,,,,,,,,,
Renaissance Park,902704020,Office,1135 Tremont Street,157421,"Data Center, Office",16901414.7,0.735138184,0.201689436,,,,,,,99
Renaissance Park Garage LLC,901352010,Other,1125 Tremont St,319764,Other,1796581,0.920867399,,,,,,,,
Reservoir Towers: Reservoir Towers,2102474000,Multifamily Housing,CHESNUT HILL AVE/ 1925 Commonwealth,225370,Multifamily Housing,13895916.6,0.161175415,0.824974338,,,,,,,94
Residence Campus, 0402012000 0402015000 0402013000 0402017000 0402016000 0402022000,College/University,54 Pilgrim Road,334200,College/University,38457903.7,0.253680942,0.724519576,,,,,,,
"Residences at Copley Place, The",400985010,Multifamily Housing,16 Harcourt Street,157450,Multifamily Housing,3847866.1,0.920867406,,,,,,,,
Revere Hotel,500135000,Hotel,200 Stuart Street,312000,"Hotel, Parking, Swimming Pool",30595871.3,0.500893604,0.117129546,0.338933727,,,,,,60
Revere Hotel,500135000,Hotel,200 Stuart Street,172800,Hotel,30572570.5,0.501131694,0.116612687,0.339192045,,,,,,2
Ridgecrest Green,1812339010,Multifamily Housing,110 Edgemere Rd,47300,"Multifamily Housing, Parking, Swimming Pool",9800554.7,0.256113937,0.721877508,,,,,,,7
Ridgecrest Terrace,2012112000,Multifamily Housing,14 Ridgecrest Ter,291380,"Multifamily Housing, Swimming Pool",8334348.1,0.341593933,0.629052007,,,,,,,100
Riley House: 39 Maple Avenue,1809143010,Multifamily Housing,39 Maple Avenue,46834,Multifamily Housing,2858050.6,0.324989292,0.647083505,,,,,,,38
Riverway Condominium,1000308000,Other - Lodging/Residential,378-386 Riverway ,52308,Other - Lodging/Residential,4015379.2,0.031093081,0.96623502,,,,,,,
Riverway Plaza,1704030000,Strip Mall,84-100 River St,62000,"Parking, Strip Mall",1570272,0.877998864,0.046552444,,,,,,,
Riverway Square Condominium,402005000,Multifamily Housing,even only 114-122 Riverway,64400,Multifamily Housing,8052241.9,0.096285828,0.895440089,,,,,,,53
Riviera: 270 Huntington Avenue,402289000,Multifamily Housing,270 Huntington Avenue,35500,Multifamily Housing,4888398.9,0.199695471,0.783144211,,,,,,,48
Road Scholar,304511000,Office,11 Avenue de Lafayette,60000,Office,2921844.1,0.919020269,0.002005891,,,,,,,76
Robert Fortes: 541 Shawmut Ave.,900939000,Multifamily Housing,541 Shawmut Ave,43425,Multifamily Housing,2264195.6,0.365939912,0.602613926,,,,,,,84
Roche Community Center,2005720080,Social/Meeting Hall,1716 CENTRE ST,18600,Social/Meeting Hall,1524420.5,0.3072859,0.666308279,,,,,,,
Rock Center,2200530000,Office,60 North Harvard Street,27782,Office,2154180.5,0.37801423,,0.589501994,,,,,,54
Rockingham Glen - 30 Rockingham Ave.,2003041000,Multifamily Housing,30 Rockingham Avenue,71450,Multifamily Housing,4341597.5,0.196420634,0.786700448,,,,,,,83
Rockingham Glen - 40 Rockingham Ave,2003041000,Multifamily Housing,40 Rockingham Ave,71450,Multifamily Housing,3948452.4,0.165522094,0.820254133,,,,,,,92
Rockland Street Elderly: Rockland Street Elderly,1200724000,Multifamily Housing,30 Rockland Street,32980,Multifamily Housing,2035310.3,0.298184989,0.676191242,,,,,,,64
ROGERS,1808963000,K-12 School,15 Everett St,108832,K-12 School,5507655.4,0.055598967,0.939623238,,,,,,,93
Rollins Square,306455010,Multifamily Housing,2 Rollins Street,376000,"Multifamily Housing, Retail Store",20691707.7,0.23388047,0.746021562,,,,,,,91
ROOSEVELT,1809913000,K-12 School,95 Needham Rd.,40268,K-12 School,3119695.4,0.132895909,0.855683988,,,,,,,59
Roslindale Branch,1904221000,Library,4246 Washington St,13600,Library,1045944.7,0.339502638,0.631323052,,,,,,,
Roslindale Community Center,1903095000,Social/Meeting Hall,6 Cummins Highway,36960,Social/Meeting Hall,3223315.4,0.291827464,0.683095083,,,,,,,
Roslindale House: Roslindale House,1904205100,Multifamily Housing,120 Poplar St,82142,Multifamily Housing,6994000,0.207518049,0.774649385,,,,,,,22
Rowes Wharf,302961198,Mixed Use Property,30 Rowes Wharf,814368,"Hotel, Office, Parking, Retail Store, Swimming Pool",85165558.4,0.634689464,0.310769983,,,,,,,65
Roxbury Corners,901180010,Multifamily Housing,1801 Washington Street,47437,"Multifamily Housing, Parking",3695966.9,0.267393736,0.70962846,,,,,,,65
Roxbury Crossing Maria Sanchez: Maria Sanchez House,902921010,Multifamily Housing,30 Gurney Street,34700,Multifamily Housing,2250428,0.324382612,0.647742385,,,,,,,49
Roxbury Hills,1202025000,Multifamily Housing,140 Humboldt Avenue,132744,Multifamily Housing,8612760.6,0.146985518,0.840383651,,,,,,,88
Roxse Homes - Buildings #5-11,901580000,Multifamily Housing,Hammond St,231152,Multifamily Housing,14024078.8,0.141936969,0.845866004,,,,,,,83
Roxse Homes (Buildings 12 & 13),902000010,Multifamily Housing,1030 -1070 TREMONT ST,124719,Multifamily Housing,11572537.9,0.194986058,0.78825827,,,,,,,68
Roxse Homes (Buildings 1-4),901120000,Multifamily Housing,65 109 CAMDEN ST,35355,Multifamily Housing,7198637.9,0.125863093,0.863321171,,,,,,,1
"Rubenstein,Burstein Campus",402033000,College/University,454-458-460 Huntington Avenue,81306,College/University,5389141.7,0.168643246,0.816864808,,,,,,,
Ruggles Assisted Living: 25 Ruggles Street,902453000,Multifamily Housing,25 Ruggles Street,27516,Multifamily Housing,1963932.6,0.332897045,0.63849625,,,,,,,58
Ruggles Shawmut,902454000,Multifamily Housing,750 Shawmut Ave,40425,Multifamily Housing,2388800.7,0.296657694,0.677849768,,,,,,,70
RUSSELL,702963000,K-12 School,750 Columbia Rd.,53585,K-12 School,6863795,0.067003961,0.927238212,,,,,,,21
Saint Botolph,402385000,Multifamily Housing,150 Saint Botolph Street,102004,Multifamily Housing,8511200.5,0.22381706,0.756949751,,,,,,,48
Saint Francis House Inc,304878000,Office,39 Boylston St. ,86000,"Office, Other",6151224,0.363381926,0.605391707,,,,,,,
Saint John Paul II Catholic Academy,703079000,K-12 School,796 Columbia Road,60000,K-12 School,3156172.8,0.317288787,0.655445766,,,,,,,49
Saint John Paul II Catholic Academy,1703589000,K-12 School,2214-2224 Dorchester Ave,61000,K-12 School,939391.8,0.920867566,,,,,,,,93
Saint John Paul II Catholic Academy,1602169000,K-12 School,239 Neponset Ave,60000,K-12 School,2589444.8,0.333341819,0.638013253,,,,,,,62
San Marco/Lincoln Wharf Condominium Trust: Lincoln Wharf,303039000,Multifamily Housing,357 Commercial Street,310000,Multifamily Housing,10467979.5,0.514796727,,,,,,,,99
Sarah Baker Manor: Sarah Baker Manor,1200353000,Multifamily Housing,33 Perrin Street,34484,Multifamily Housing,4129253.6,0.161575169,,,,,,,,8
Savin Hill Apts: 130 Aukland,1503123000,Multifamily Housing,130 Auckland St,117715,Multifamily Housing,6708931.8,0.069561047,0.924461387,,,,,,,99
School,1601296000,K-12 School,197 Centre Street,37680,K-12 School,354689.5,0.920867116,,,,,,,,100
School Of Management and Academic Building,401842000,College/University,300R The Fenway,66500,College/University,Not Available,,,,,,,,,
School Of Management and Academic Building Garage,401842000,Parking,300R The Fenway,247000,Parking,Not Available,,,,,,,,,
Schraffts Center,0201829000 0201829002,Office,529 Main Street,613624,"Office, Parking",37859642.8,0.693154753,0.247280619,,,,,,,82
Seaport Lofts at 437 D St Condominium,602833000,Multifamily Housing,437 D Street,13146,Multifamily Housing,1943777.5,0.389033986,0.577535237,,,,,,,
Seaport Portfolio - 17 Farnsworth,602659010,Other,17 Farnsworth Street,128216,Other,752820.2,0.92086761,,,,,,,,
Sears Crescent Building,302897000,Office,100 City Hall Plaza ,50300,Office,4174396.5,0.53914617,0.414523537,,,,,,,35
Serenity - Greystar,1001625010,Multifamily Housing,105 SOUTH HUNTINGTON AVE,205000,"Multifamily Housing, Parking, Swimming Pool",9254803.3,0.428245131,0.534954633,,,,,,,95
Seville: 250 Meridian Street,105937000,Multifamily Housing,250 Meridian Street,71027,"Multifamily Housing, Parking, Retail Store",2081104.2,0.775138185,0.158252047,,,,,,,100
SH Building,602679010,Hotel,Seaport Lane,334550,Hotel,54560861.5,0.43622625,0.526287665,,,,,,,10
Shad Hall,2200530000,Mixed Use Property,70 North Harvard Street,132424,"Data Center, Office, Other - Recreation",14028007.6,0.486196911,0.28440696,0.1804473,,,,,29473,
Shattuck Int’l House,2100005010,Multifamily Housing,203 Park Drive,60077,Multifamily Housing,3600822.1,0.22450686,0.756200702,,,,,,,93
SHAW PA,1403430000,K-12 School,429 Norfolk St.,32706,K-12 School,1591207.4,0.148499881,0.838739186,,,,,,,89
SHAW RG,2007832000,K-12 School,20 Mt. Vernon St.,93374,K-12 School,5457193.4,0.142491415,0.845263904,,,,,,,80
Shelburne Community Center,1100270000,Other - Recreation,2730 Washington St,25292,Other - Recreation,8538280.2,0.122520363,0.866951157,,,,,,,
Sherrill House,1001629000,Senior Care Community,135 South Huntington Avenue,117770,"Parking, Senior Care Community",15542180.1,0.264163975,0.71313572,,,,,,,73
Shipways Condominium,203515600,Multifamily Housing,1-48 Shipway Place,91379,"Multifamily Housing, Office, Parking",442505.7,0.92086751,,,,,,,,100
SHORE PLAZA EAST - 400 BORDER ST SHORE PLAZA EAST: 4387819540,103676001,Energy/Power Station,400 BORDER ST BLD-D,285194,Energy/Power Station,26713744.1,,1,,,,,,,
Shore Plaza East - 408 BORDER ST: 26291231004,103678000,Multifamily Housing,600 Border St.,80255,Multifamily Housing,2524954.4,0.920867395,,,,,,,,95
SHORE PLAZA EAST - 500 BORDER ST B-B: 26291211006,103678000,Multifamily Housing,500 Border St.,62562,Multifamily Housing,1673927.2,0.920867526,,,,,,,,100
SHORE PLAZA EAST - 700 BORDER ST B-C: 26291141005,103678000,Multifamily Housing,700 Border St.,58562,Multifamily Housing,2029705.8,0.920867459,,,,,,,,92
SHORE PLAZA EAST - 730 BORDER ST DE 725262: 4387820080,103678000,Energy/Power Station,730 Border St,12000,Energy/Power Station,760437.9,,1,,,,,,,
SHORE PLAZA EAST - 730 BORDER ST: 26850520011,103678000,Multifamily Housing,730 Border St.,12000,Multifamily Housing,93123.1,0.92086687,,,,,,,,
SHORE PLAZA EAST - 800 BORDER ST BG A: 26291101009,103678000,Multifamily Housing,800 Border St.,83815,Multifamily Housing,2645311.2,0.920867448,,,,,,,,93
Showa Boston Institute,1902456000,College/University,420 Pond St.,201427,"College/University, Parking",19315385.4,0.245952658,0.672847625,,,,,,,
Shubert Theatre,500063000,Performing Arts,263-265 Tremont Steet,24622,Performing Arts,5454280.4,0.182013143,0.802346007,,,,,,,
Simmons Hall,402017000,College/University,255 Brookline Avenue,34400,College/University,634086.1,0.920867497,,,,,,,,
"Six Beacon Street, LLC",304695000,Office,6 Beacon Street,90000,Office,4798072,0.221309912,0.759672364,,,,,,,91
"Smiley 4 Alger, LLC",700027000,Self-Storage Facility,4 Alger Street,95000,Self-Storage Facility,6795679.5,0.449462983,0.511913459,,,,,,,
Smith Hall,401728000,College/University,125 Hemenway Street,59225,College/University,6295611.7,0.209432956,0.7725699,,,,,,,
Smith Hall,402015000,College/University,54 Pilgrim Road,32400,College/University,1090246.3,0.920867488,,,,,,,,
Smith Senior Residence,902505000,Multifamily Housing,757 Shawmut Avenue,103792,Multifamily Housing,6771636.8,0.510412101,0.445726829,,,,,,,49
SNOWDEN,501412000,K-12 School,150 Newbury St.,36400,K-12 School,1338972.3,0.600184397,0.348240214,,,,,,,78
Soldiers Field Park Complex (Roll-Up),2200480000,Multifamily Housing,111 Western Avenue,453389,Multifamily Housing,Not Available,,,,,,,,,
Soldiers Field Park Garage,2200480000,Parking,111 Western Avenue,270637,Parking,1859646.9,0.920867475,,,,,,,,
SOMA Campus,1801935000,Multifamily Housing,15 Bismark Street,318600,Multifamily Housing,23700518.9,0.190643742,,,,,,,,66
Somerset Condominium,503809000,Multifamily Housing,"400, 416, 418 Commonwealth Ave, 429 Newbury Street",155880,"Multifamily Housing, Office",10138228.6,0.662688829,0.28036455,,,,,,,86
South Bay Center: South Bay Center,0703501045; 0703501030; 0703501055 ,Strip Mall,8 Allstate Road,296646,"Parking, Strip Mall",26796594.2,0.630111243,0.315741618,,,,,,,
South Boston Branch,603247000,Library,646 East Broadway,10800,Library,720434.8,0.341366346,0.62929914,,,,,,,
South Boston Elderly,602147000,Multifamily Housing,120 H Street,51000,Multifamily Housing,2660244.2,0.365849715,0.602711849,,,,,,,18
south boston health center,601141000,Medical Office,409 west broadway,40000,Medical Office,5365846.8,0.532227075,0.422037245,,,,,,,14
SOUTH BOSTON HS,701079000,K-12 School,95 G St.,160270,K-12 School,2643646.6,0.594932133,0.353943715,,,,,,,100
South Cove Plaza East - 285 TREMONT: 26145951005,500066000,Multifamily Housing, 285 TREMONT,85986,Multifamily Housing,2234067.5,0.920867482,,,,,,,,96
South Cove Plaza West - 230 STUART ST: 26090791000,500800000,Multifamily Housing,230 Stuart Street,135160,Multifamily Housing,3541985,0.920867416,,,,,,,,95
South End Branch,402730000,Library,685 Tremont St,11342,Library,765060.3,0.567897406,0.383301813,,,,,,,
South Hall,402012000,College/University,321 Brookline Avenue,26100,College/University,546003.6,0.920867516,,,,,,,,
Spangler Center,2200490000,Other - Entertainment/Public Assembly,117 Western Ave,139437,Other - Entertainment/Public Assembly,15714133.2,0.256943,0.16291974,0.558057469,,,,,,
Sparrow Enterprises Ltd,103704100,Manufacturing/Industrial Plant,98r Condor Street,46000,Manufacturing/Industrial Plant,Not Available,,,,,,,,,
Special Operations Fire,2200965000,Fire Station,108 Holton Street,11500,Fire Station,4004794.8,0.257729067,0.720123613,,,,,,,
Special Operations Police,1200907000,Police Station,3 Edgewood St,20000,Police Station,3164573.5,0.282753575,0.692948702,,,,,,,
Spencer House: 2053R Columbus Ave,1101588200,Multifamily Housing,2053 Columbus Ave,51897,Multifamily Housing,3265298.4,0.29500145,0.679648298,,,,,,,40
Spring House: 44 Allandale Street,2003594000,Multifamily Housing,44 Allandale Street,172770,Multifamily Housing,11881195.5,0.254029336,0.724141245,,,,,,,23
Squashbusters @ Northeastern University,901340000,Other - Education,795A Columbus Avenue,38498,Other - Education,4461216.9,0.840280529,0.08751193,,,,,,,
SRT Realty LLC,1102534000,Office,510 Amory Street,57743,Office,Not Available,,,,,,,,,
SS Brighton MA LLC,2201904000,Self-Storage Facility,145 N. Beacon St.,128855,Self-Storage Facility,1697171.5,0.629186994,0.316745243,,,,,,,
SSFC,304246010,Financial Office,One Lincoln Street,1043218,"Data Center, Financial Office, Parking, Restaurant",116078888.5,0.891012756,0.025748342,,,,,,,
St Germain,401229000,Multifamily Housing,8-67 St Germain Street,159042,Multifamily Housing,3909338.6,0.776609891,0.156653967,,,,,,,99
St Joseph's Community Inc,903820000,Multifamily Housing,86 Crispus Attucks Pl,140932,Multifamily Housing,9124833.2,0.031052411,0.966279175,,,,,,,
St. Ann Hall,401847000,Residence Hall/Dormitory,410 The Fenway,49803,Residence Hall/Dormitory,3680774.3,0.236435102,0.743247392,,,,,,,75
St. Anthony Shrine,304608000,Worship Facility,100 Arch Street,126573,Worship Facility,8639665.7,0.2264291,0.025938504,0.728174737,,,,,,
St. Botolph,402270000,Multifamily Housing,351-367 Massachusetts Ave,46200,Multifamily Housing,5015265.6,0.197646706,0.785369014,,,,,,,19
St. Elizabeth Medical Center,2101836000 2101835100,Hospital (General Medical & Surgical),736 Cambridge Street,651000,Hospital (General Medical & Surgical),152447838.1,0.202555325,0.780038558,,,,,,,92
St. Helena's House: 89 Union Park Street,801080000,Multifamily Housing,89 Union Park St,85828,Multifamily Housing,5232969.6,0.277641414,0.698500159,,,,,,,78
St. Joseph Hall,401847000,Residence Hall/Dormitory,430 The Fenway,94450,Residence Hall/Dormitory,5615024.6,0.255590536,0.7224459,,,,,,,84
St. Kevin's (Whole Building Tracking): 35 Bird Street (Whole Building Tracking),1301320010,Multifamily Housing,35 Bird Street,13510,Multifamily Housing,477277.4,0.920867496,,,,,,,,
St. Kevin's (Whole Building Tracking): 516 Columbia Road (Whole Building Trac...,1301320010,Multifamily Housing,516 Columbia Road,25701,Multifamily Housing,1756889.8,0.555659193,0.396591636,,,,,,,31
Stables,1902622000,Police Station,165 Allandale St,10000,Police Station,78118.4,0.92086779,,,,,,,,
"Stadium Auto Body, INc",2200558001; 2200558000,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",EVERETT ST,61015,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",5482141.8,0.171392813,0.81387893,,,,,,,
Stanwood Limited Partnership,2100896000,Other,149-175 Harvard Ave ,54302,Other,2627308.1,0.042068444,0.954316435,,,,,,,
Stillman Tennis Center,202735000,Fitness Center/Health Club/Gym,44 Terminal St,64320,Fitness Center/Health Club/Gym,1754917.2,,1,,,,,,,
Stony Brook Building,1807892000,Senior Care Community,130 Bradlee Street,45000,Senior Care Community,0,,,,,,,,,
Stony Brook Commons,1806016400,Multifamily Housing,390 Blue Ledge Drive,459000,Multifamily Housing,34505869.6,0.049864073,0.945850972,,,,,,,94
Stony Brook Village,1806881000,Multifamily Housing,150 Clare Ave,77407,Multifamily Housing,5652685.5,0.182849617,0.8014376,,,,,,,77
Stop & Shop #75,01850-010,Supermarket/Grocery Store,301 Centre St.,43013,Supermarket/Grocery Store,9472770,0.60800221,0.339750538,,,,,,,55
Storage,602674245,Fire Station,302 Northern Ave,5000,Fire Station,37866.4,0.920866943,,,,,,,,
Strand Theatre,1301742000,Other,543 Columbia Rd,34876,Other,5243392.3,0.28167867,0.694115907,,,,,,,
Strathmore Court,2366000,Multifamily Housing,48-52 Strathmore Rd,51700,Multifamily Housing,4087520.9,0.110981406,0.879481693,,,,,,,63
Street Light Yard,1102702003,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",327 Forest Hills Street,4320,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",30929.4,0.920868682,,,,,,,,
Streetlighting Yard PWD,1405200000,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",430 Canterbury St,9150,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",Not Available,,,,,,,,,
Stress Unit,1800113100,Police Station,249 River St,3115,Police Station,245078.1,0.131691179,0.856992118,,,,,,,
Suffolk Downs,102524000,Other - Entertainment/Public Assembly,525 McClellan Highway,467685,"Other - Entertainment/Public Assembly, Parking",28625371.1,0.368401809,0.599940449,,,,,,,
SUMNER,1903097000,K-12 School,15 Basile St.,49105,K-12 School,2565185.8,0.204701355,0.777708149,,,,,,,82
Sumner Hill House Condos: Sumner Hill House Condos,1901237000,Multifamily Housing,76 Elm Street,95501,Multifamily Housing,4340446.6,0.289560524,0.685556804,,,,,,,94
Symphony Court Condo,401482000,Multifamily Housing,41 Westland Ave,72000,Multifamily Housing,3344510.5,0.58212345,0.367853113,,,,,,,65
Symphony East: 334 Massachusetts Ave,402295000,Multifamily Housing,334 Massachusetts Ave,154105,Multifamily Housing,10243229.2,0.40545638,0.559701671,,,,,,,61
"Symphony Hall Service,      Boston Symphony Orchestra",401482000,Performing Arts,301 Massachusetts Ave,96000,"Parking, Performing Arts",Not Available,,,,,,,,,
Symphony West: 333 Massachusetts Ave,402277000,Multifamily Housing,333 Massachusetts Ave,174779,Multifamily Housing,13449029.4,0.372480704,0.595511041,,,,,,,45
TAFT,2101240000,K-12 School,20 Warren St.,113199,K-12 School,6458196.7,0.170996609,0.814309171,,,,,,,79
Tai Tung Village,305021000,Multifamily Housing,232 Harrison Avenue,249026,"Multifamily Housing, Parking",28324405.5,0.103684726,0.887405372,,,,,,,14
Talbot Bernard Homes,1402922010,Multifamily Housing,112 Bernard St,45883,"Multifamily Housing, Parking",3185113.4,0.243865761,0.73517822,,,,,,,78
Tata Hall,2200530000,Residence Hall/Dormitory,53 Harvard Way,157587,Residence Hall/Dormitory,6555031.3,0.465332723,0.453209415,,,,,,79672,89
Taurus Apartments: Taurus Apartments,1201992000,Multifamily Housing,120 Humboldt Avenue,42336,Multifamily Housing,3743496.2,0.175398226,0.809529365,,,,,,,29
TAYLOR,1703440000,K-12 School,1060 Morton St.,51389,K-12 School,2654737.2,0.156823926,0.829699791,,,,,,,86
TD Garden,301925100,Indoor Arena,100 Legends Way,755000,"Indoor Arena, Parking",84599667.5,0.614546247,0.332644161,,,,,,,
Teele Hall,2201058010,Office,230 Western Ave,52688,Office,3395120.7,0.741132673,0.166671836,,,,,,28367,67
Tenean Properties,1602580000,Office,60 Tenean Street,48399,Office,Not Available,,,,,,,,,
Tent City,400600040,Multifamily Housing,100 -128 Dartmouth Street (130),327174,"Multifamily Housing, Retail Store",17531642.5,0.508106242,0.448230837,,,,,,,79
TFC 30 Winter LLC,304770000 - Voluntary,Office,30 Winter Street,87228,"Data Center, Office, Retail Store",5297526.2,0.920867396,,,,,,,,98
The 10 Jamaicaway Condo Trust,1001390000,Multifamily Housing,10  Jamaicaway,21976,Multifamily Housing,2286692.5,0.121091129,0.86850322,,,,,,,61
The 1850 Condominium,801106020,Other - Lodging/Residential,90 Wareham Street ,52448,Other - Lodging/Residential,2964929.2,0.523471713,0.431544908,,,,,,,
The 51 Park drive,504250000,Multifamily Housing,51 park drive,18322,Multifamily Housing,1757994.1,0.238648033,0.740844352,,,,,,,63
The Atlantic Building,302960000,Office,400 Atlantic Avenue,104690,Office,6823945.8,0.623874747,0.322514065,,,,,,,81
The Badminton and Tennis Club,401451000,Other - Entertainment/Public Assembly,52 Hemenway Street,25000,Other - Entertainment/Public Assembly,1685781,0.140022428,0.847945018,,,,,,,
The Barclay,501221000,Multifamily Housing,12 Commonwealth Avenue,42860,Multifamily Housing,3479753.3,0.063272899,0.011006527,,,,,,,88
The Benjamin - Whole Building,602641150,Multifamily Housing,25 Northern Ave,298470,"Multifamily Housing, Parking, Swimming Pool",32761354.6,0.407749569,0.557211429,,,,,,,7
The Blackstone Apartments,300670000,Multifamily Housing,33 Blossom Street,102966,Multifamily Housing,8068448.4,0.259094088,0.718641269,,,,,,,72
"The Bostonian Boston, a Millennium Hotel",303365000,Hotel,26 North Street,204900,Hotel,17508565.4,0.466845871,0.493036814,,,,,,,70
The Bradley Condominium,503834010,Multifamily Housing,409 Commonwealth Avenue,36187,Multifamily Housing,1835027.3,0.367201019,0.601244461,,,,,,,
The Carruth - Commercial,1604854012,Multifamily Housing,1906 -1918 DORCHESTER Ave,186139,Multifamily Housing,10832708.6,0.116217971,0.873795128,,,,,,,81
The Charlesview Condominium,503703000,Other - Lodging/Residential,534 Beacon Street ,518155,Other - Lodging/Residential,3340569,0.281001207,0.694851656,,,,,,,
The Church of Scientology,2201328000,Office,214 Lincoln Street,68000,Office,2668832.8,0.482418338,0.476126118,,,,,,,79
The Colonnade Hotel,400905000,Hotel,120 Huntington Avenue,276439,Hotel,25849879.4,0.356650679,0.612701385,,,,,,,82
The Colonnade Residences,400905010,Multifamily Housing,118 Huntington Avenue,172000,"Multifamily Housing, Parking",24116615.9,0.35713373,0.612176819,,,,,,,
The Copley Condominium,501312000,Multifamily Housing,271 Dartmouth St,53000,Multifamily Housing,3487058.1,0.642736796,0.30203113,,,,,,,46
The Corner Mall,304738000,Office,413 Washington Street,212515,"Office, Performing Arts, Retail Store",17350061.5,0.348997074,0.364613578,0.256399103,,,,,,65
The Courtyard,2202114000,Multifamily Housing,140-154 North Beacon Street,104829,Multifamily Housing,2779184.5,0.840489574,0.087284921,,,,,,,94
The Distillery,603068000,Other,516 East Second Street #43,175000,Other,6716525.9,0.595227372,0.049001508,,,,,,28489,
The Dorchester: Dorchester- Deering Rd.,1404715000,Multifamily Housing,51 Deering Road,33324,Multifamily Housing,3114362.5,0.151195942,0.835811406,,,,,,,32
The Eddy,01-05408-000 01-05408-001 01-05409-000 01-05410-000,Multifamily Housing,10 New Street,246242,"Multifamily Housing, Parking",13318953.4,0.420019755,0.543886827,,,,,,,82
The Eliot Hotel,503800000,Hotel,370 Commonwealth Avenue,72950,"Hotel, Restaurant",5457450.7,0.10473902,0.886260484,,,,,,,99
The Gillette Company,601169000,Manufacturing/Industrial Plant,One Gillette Park,1526083,Manufacturing/Industrial Plant,922622699.1,0.005210272,0.991893476,,,,,,,
The Greenhouse Apartments,864000,Multifamily Housing,150 Huntington Avenue,786432,"Multifamily Housing, Parking",22270000.8,0.538779813,0.4149214,,,,,,,98
The Harlo,504313000,Multifamily Housing,1350 Boylston Street,189800,"Multifamily Housing, Other, Parking",8758508.4,0.4851535,0.473155966,,,,,,,95
The Heritage on the Garden,501170002,Mixed Use Property,300 Boylston Street,357614,"Multifamily Housing, Office, Other, Other - Services, Parking, Restaurant",21645863.2,0.77477331,0.158648355,,,,,,,53
The Kensington,0304896020;2203382000,Multifamily Housing,665 Washington Street,315480,"Multifamily Housing, Other, Parking",19897350.8,0.539717976,0.413902619,,,,,,,60
The Landmark,304406000,Office,160 Federal Street,366650,"Office, Parking",16815111.8,0.899882119,0.022788609,,,,,,,83
The Lenox Hotel,401038000,Hotel,710 Boylston Street,130410,Hotel,17321726.4,0.3915271,0.574827946,,,,,,,61
